iter	Passed	Remaining
1662	54655	11075
1663	54677	11040
1664	54697	11005
1665	54718	10970
1666	54738	10934
1667	54758	10899
1668	54778	10863
1669	54799	10828
1670	54819	10793
1671	54840	10758
1672	54861	10723
1673	54881	10687
1674	54904	10653
1675	54926	10618
1676	54956	10584
1677	54977	10549
1678	54999	10515
1679	55020	10480
1680	55042	10445
1681	55063	10410
1682	55084	10375
1683	55106	10340
1684	55128	10305
1685	55149	10271
1686	55171	10236
1687	55191	10201
1688	55212	10166
1689	55234	10131
1690	55254	10096
1691	55275	10061
1692	55294	10026
1693	55314	9991
1694	55335	9957
1695	55356	9922
1696	55376	9887
1697	55397	9852
1698	55419	9818
1699	55443	9784
1700	55470	9750
1701	55494	9716
1702	55516	9682
1703	55537	9647
1704	55559	9612
1705	55579	9578
1706	55599	9543
1707	55621	9509
1708	55642	9474
1709	55662	9439
1710	55683	9405
1711	55710	9371
1712	55733	9337
1713	55755	9303
1714	55777	9269
1715	55798	9234
1716	55820	9200
1717	55841	9166
1718	55861	9131
1719	55881	9096
1720	55903	9062
1721	55926	9028
1722	55950	8994
1723	55970	8960
1724	55989	8925
1725	56010	8891
1726	56032	8857
1727	56053	8823
1728	56077	8789
1729	56098	8755
1730	56118	8720
1731	56144	8687
1732	56169	8653
1733	56194	8620
1734	56217	8586
1735	56239	8552
1736	56262	8518
1737	56283	8484
1738	56305	8450
1739	56331	8417
1740	56354	8383
1741	56376	8349
1742	56398	8315
1743	56418	8281
1744	56453	8249
1745	56474	8215
1746	56507	8183
1747	56529	8149
1748	56554	8116
1749	56577	8082
1750	56600	8048
1751	56624	8015
1752	56647	7981
1753	56672	7948
1754	56694	7914
1755	56718	7881
1756	56739	7847
1757	56761	7813
1758	56783	7779
1759	56806	7746
1760	56829	7712
1761	56853	7679
1762	56876	7645
1763	56903	7612
1764	56926	7579
1765	56951	7546
1766	56973	7512
1767	56995	7479
1768	57014	7445
1769	57033	7411
1770	57055	7377
1771	57077	7344
1772	57097	7310
1773	57119	7276
1774	57140	7243
1775	57161	7209
1776	57190	7176
1777	57210	7143
1778	57232	7109
1779	57254	7076
1780	57274	7042
1781	57294	7009
1782	57314	6975
1783	57336	6942
1784	57358	6908
1785	57379	6875
1786	57401	6841
1787	57426	6808
1788	57448	6775
1789	57469	6742
1790	57491	6708
1791	57515	6675
1792	57540	6642
1793	57562	6609
1794	57582	6576
1795	57603	6542
1796	57624	6509
1797	57645	6476
1798	57665	6442
1799	57689	6409
1800	57710	6376
1801	57730	6343
1802	57752	6310
1803	57773	6276
1804	57794	6243
1805	57815	6210
1806	57837	6177
1807	57858	6144
1808	57879	6111
1809	57900	6078
1810	57924	6045
1811	57947	6012
1812	57968	5979
1813	57989	5945
1814	58010	5912
1815	58028	5879
1816	58050	5846
1817	58073	5813
1818	58093	5780
1819	58116	5747
1820	58138	5714
1821	58159	5681
1822	58183	5649
1823	58205	5616
1824	58226	5583
1825	58247	5550
1826	58270	5517
1827	58291	5484
1828	58312	5451
1829	58333	5418
1830	58355	5386
1831	58378	5353
1832	58403	5320
1833	58424	5288
1834	58446	5255
1835	58467	5222
1836	58487	5189
1837	58509	5156
1838	58531	5124
1839	58552	5091
1840	58572	5058
1841	58593	5025
1842	58615	4993
1843	58635	4960
1844	58656	4927
1845	58676	4894
1846	58696	4862
1847	58718	4829
1848	58739	4797
1849	58760	4764
1850	58781	4731
1851	58801	4699
1852	58823	4666
1853	58844	4633
1854	58865	4601
1855	58886	4568
1856	58908	4536
1857	58929	4503
1858	58951	4471
1859	58971	4438
1860	58993	4406
1861	59013	4373
1862	59035	4341
1863	59057	4308
1864	59077	4276
1865	59098	4243
1866	59119	4211
1867	59140	4179
1868	59161	4146
1869	59181	4114
1870	59201	4081
1871	59223	4049
1872	59243	4017
1873	59264	3984
1874	59284	3952
1875	59304	3919
1876	59327	3887
1877	59347	3855
1878	59374	3823
1879	59397	3791
1880	59419	3759
1881	59440	3726
1882	59461	3694
1883	59483	3662
1884	59504	3630
1885	59526	3598
1886	59550	3566
1887	59574	3534
1888	59597	3502
1889	59617	3469
1890	59637	3437
1891	59659	3405
1892	59678	3373
1893	59699	3341
1894	59719	3308
1895	59741	3276
1896	59762	3244
1897	59784	3212
1898	59805	3180
1899	59826	3148
1900	59848	3116
1901	59869	3084
1902	59893	3052
1903	59914	3020
1904	59934	2988
1905	59956	2956
1906	59976	2924
1907	59997	2892
1908	60017	2860
1909	60038	2829
1910	60059	2797
1911	60081	2765
1912	60101	2733
1913	60123	2701
1914	60144	2669
1915	60166	2637
1916	60186	2605
1917	60208	2574
1918	60229	2542
1919	60252	2510
1920	60274	2478
1921	60294	2446
1922	60314	2415
1923	60337	2383
1924	60361	2351
1925	60385	2320
1926	60405	2288
1927	60426	2256
1928	60447	2224
1929	60467	2193
1930	60487	2161
1931	60507	2129
1932	60528	2097
1933	60549	2066
1934	60571	2034
1935	60593	2003
1936	60613	1971
1937	60633	1939
1938	60654	1908
1939	60674	1876
1940	60695	1844
1941	60714	1813
1942	60736	1781
1943	60758	1750
1944	60780	1718
1945	60802	1687
1946	60823	1655
1947	60847	1624
1948	60868	1592
1949	60889	1561
1950	60909	1529
1951	60930	1498
1952	60952	1466
1953	60973	1435
1954	60992	1403
1955	61012	1372
1956	61033	1341
1957	61053	1309
1958	61073	1278
1959	61096	1246
1960	61116	1215
1961	61137	1184
1962	61158	1152
1963	61178	1121
1964	61199	1090
1965	61218	1058
1966	61239	1027
1967	61261	996
1968	61281	964
1969	61302	933
1970	61324	902
1971	61353	871
1972	61376	839
1973	61397	808
1974	61417	777
1975	61438	746
1976	61459	715
1977	61480	683
1978	61500	652
1979	61522	621
1980	61544	590
1981	61567	559
1982	61591	528
1983	61616	496
1984	61639	465
1985	61660	434
1986	61682	403
1987	61702	372
1988	61724	341
1989	61745	310
1990	61767	279
1991	61787	248
1992	61811	217
1993	61839	186
1994	61861	155
1995	61882	124
1996	61903	92
1997	61925	61
1998	61947	30
1999	61967	0
