iter	F1	Logloss
72	0.7283870172	0.6796157792
73	0.7283870172	0.6795560665
74	0.7283870172	0.6795084424
75	0.7283870172	0.6794709108
76	0.7283838104	0.6794244974
77	0.7283838104	0.6793790476
78	0.7283806035	0.6793297812
79	0.7283806035	0.679276429
80	0.7283806035	0.6792171285
81	0.7283806035	0.6791519197
82	0.7283806035	0.6791099958
83	0.7283806035	0.6790719734
84	0.7283773967	0.6790359105
85	0.7283806035	0.6789875964
86	0.7283806035	0.6789500969
87	0.7283773967	0.6788712291
88	0.7283773967	0.6788592749
89	0.7283773967	0.678811598
90	0.7283806035	0.6787697432
91	0.7283773967	0.6787106437
92	0.7283773967	0.6786542587
93	0.7283773967	0.6785945277
94	0.7283773967	0.6785090065
95	0.7283773967	0.6784717492
96	0.7283773967	0.6784381749
97	0.7283773967	0.6784118872
98	0.7283773967	0.6783698832
99	0.7283806035	0.6783182359
100	0.7283773967	0.6782823047
101	0.7283806035	0.6782497614
102	0.7283806035	0.6782054924
103	0.7283806035	0.678133607
104	0.7283806035	0.6781131056
105	0.7283838104	0.6780643986
106	0.7283838104	0.6780378941
107	0.7283806035	0.6780099534
108	0.7283806035	0.6779539833
109	0.7283806035	0.6779097314
110	0.7283838104	0.6778769197
111	0.7283806035	0.6778173708
112	0.7283806035	0.6777652234
113	0.7283806035	0.6777198207
114	0.7283806035	0.677635442
115	0.7283806035	0.6776091067
116	0.7283806035	0.67758316
117	0.7283806035	0.6775469023
118	0.7283806035	0.6775220565
119	0.7283806035	0.6774956651
120	0.7283806035	0.6774718678
121	0.7283806035	0.6774373109
122	0.7283806035	0.6774102473
123	0.7283806035	0.6773870841
124	0.7283806035	0.6773547412
125	0.7283806035	0.6772862955
126	0.7283806035	0.6772456345
127	0.7283806035	0.6771800759
128	0.7283806035	0.6771451281
129	0.7283806035	0.6770863446
130	0.7283806035	0.6770648554
131	0.7283806035	0.6770199219
132	0.7283806035	0.6769850766
133	0.7283806035	0.6769549366
134	0.7283806035	0.67692002
135	0.7283902241	0.6768723165
136	0.7283934311	0.67684155
137	0.7283934311	0.6768102209
138	0.7283934311	0.6767456002
139	0.7283934311	0.6767185231
140	0.7283902241	0.6766815699
141	0.7283902241	0.6766377401
142	0.7283902241	0.6766040027
143	0.728399845	0.6765764959
144	0.728399845	0.6765508773
145	0.728399845	0.6765264914
146	0.728399845	0.6765049356
147	0.728399845	0.6764848574
148	0.7284126733	0.6764505671
149	0.7284126733	0.6764239386
150	0.7284126733	0.6763919276
151	0.7284158804	0.6763455876
152	0.7284190875	0.6762960971
153	0.7284158804	0.6762800812
154	0.7284158804	0.6762116667
155	0.7284158804	0.6761936168
156	0.7284158804	0.6761469072
157	0.7284158804	0.676114569
158	0.7284158804	0.6760797646
159	0.7284158804	0.6760299975
160	0.7284158804	0.6759855833
161	0.7284158804	0.6759511345
162	0.7284158804	0.6759066044
163	0.7284158804	0.6758887327
164	0.7284158804	0.6758637679
165	0.7284158804	0.6758411141
166	0.7284190875	0.675781785
167	0.7284190875	0.6757330174
168	0.7284126733	0.6757066749
169	0.7284126733	0.6756656923
170	0.7284158804	0.6756142401
171	0.7284158804	0.6755723208
172	0.7284158804	0.6755500417
173	0.7284158804	0.6755349849
174	0.7284158804	0.675520292
175	0.7284158804	0.6754882337
176	0.7284158804	0.6754398375
177	0.7284158804	0.675418718
178	0.7284158804	0.6753851806
179	0.7284190875	0.6753719362
180	0.7284222947	0.675340728
181	0.7284319164	0.6752945369
182	0.7284319164	0.6752666285
183	0.7284319164	0.6752407791
184	0.7284319164	0.6752127699
185	0.7284319164	0.6751620327
186	0.7284287092	0.6750993042
187	0.7284287092	0.6750751904
188	0.7284287092	0.6750487906
189	0.7284319164	0.6750046965
190	0.7284319164	0.6749845853
191	0.7284319164	0.6749657149
192	0.7284319164	0.6749163469
193	0.7284319164	0.6749017476
194	0.7284287092	0.6748732807
195	0.7284287092	0.6748115358
196	0.7284287092	0.674786958
197	0.7284319164	0.6747528754
198	0.7284319164	0.6747205758
199	0.7284319164	0.6746924489
200	0.7284319164	0.674657777
201	0.7284319164	0.674617472
202	0.7284319164	0.674585772
203	0.7284319164	0.674545839
204	0.7284383311	0.6745029045
205	0.7284415384	0.67447392
206	0.7284351237	0.6744331014
207	0.7284351237	0.6744143222
208	0.7284415384	0.6743673929
209	0.7284359397	0.6743427492
210	0.728439147	0.6743054809
211	0.728439147	0.6742879867
212	0.728439147	0.6742537772
213	0.7284423544	0.6742167815
214	0.7284423544	0.6741765505
215	0.7284455619	0.6741512361
216	0.7284487693	0.6741262294
217	0.7284455619	0.6740757357
218	0.7284423544	0.6740677982
219	0.7284519768	0.6740450887
220	0.7284487693	0.6740213591
221	0.7284551843	0.6740125644
222	0.7284551843	0.673988224
223	0.7284551843	0.6739480002
224	0.7284551843	0.6739128352
225	0.7284615994	0.673894216
226	0.7284712223	0.6738569495
227	0.7284752465	0.6738254045
228	0.7284752465	0.6738001147
229	0.7284784542	0.6737526804
230	0.7284848698	0.6737223573
231	0.7284848698	0.67367777
232	0.728481662	0.6736586425
233	0.7284880777	0.6736029225
234	0.7285073253	0.6735363181
235	0.7285137414	0.673497874
236	0.7285137414	0.6734706659
237	0.7285233658	0.6734308412
238	0.7285297822	0.6733976909
239	0.7285297822	0.6733575432
240	0.7285361987	0.6733176519
241	0.728549032	0.6732969575
242	0.728549032	0.6732410495
243	0.7285554489	0.6731903753
244	0.7285554489	0.6731561911
245	0.7285554489	0.6731311825
246	0.7285554489	0.6730865832
247	0.7285554489	0.6730723859
248	0.7285650744	0.6730366522
249	0.7285618658	0.6730126807
250	0.7285682829	0.6729820005
251	0.7285682829	0.6729421417
252	0.7285682829	0.6729198398
253	0.7285650744	0.6728902518
254	0.7285714915	0.672856293
255	0.7285714915	0.6728250571
256	0.7285747001	0.6728057714
257	0.7285779087	0.672733873
258	0.7285843261	0.6727111722
259	0.7285907435	0.6726900533
260	0.7286067877	0.6726503973
261	0.7286196235	0.672619471
262	0.7286164145	0.6725874972
263	0.7286196235	0.6725500277
264	0.7286228326	0.6724976598
265	0.7286388781	0.6724688541
266	0.7286324598	0.6724249105
267	0.7286452965	0.6723828283
268	0.7286388781	0.6723388036
269	0.7286420873	0.6723129045
270	0.7286420873	0.6722984966
271	0.7286452965	0.6722638777
272	0.7286485058	0.672241671
273	0.7286581337	0.6721799893
274	0.7286549244	0.6721386592
275	0.7286741809	0.6720806174
276	0.7286741809	0.6720353005
277	0.7286902287	0.6719991908
278	0.728709487	0.6719642894
279	0.7287126968	0.6719365767
280	0.7287415865	0.6718841741
281	0.7287447966	0.6718425851
282	0.7287447966	0.6717934568
283	0.7287447966	0.6717760237
284	0.7287512169	0.6717411741
285	0.7287640578	0.6717134804
286	0.7287640578	0.6716714086
287	0.7287512169	0.6716460822
288	0.7287672681	0.671586818
289	0.7287672681	0.6715601777
290	0.7287736888	0.6715435039
291	0.7287704784	0.6715131196
292	0.72878332	0.6714463359
293	0.72878332	0.6714328617
294	0.7287865305	0.6714159986
295	0.7287865305	0.671398727
296	0.7288025833	0.6713384685
297	0.7288090046	0.6712605166
298	0.728815426	0.6712240155
299	0.7288250584	0.6712116038
300	0.7288282692	0.6711721429
301	0.7288475348	0.6711261565
302	0.7288475348	0.6710800328
303	0.728857168	0.6710481175
304	0.7288603792	0.6709880105
305	0.7288700127	0.6709570938
306	0.7288764352	0.6709263077
307	0.7288924919	0.6708827996
308	0.7289053378	0.6708293017
309	0.7289085494	0.6707703677
310	0.7289117609	0.6707396226
311	0.7289085494	0.6707090389
312	0.7289278192	0.6706826593
313	0.7289246075	0.6706642263
314	0.7289406664	0.6706190327
315	0.728953514	0.6705912281
316	0.728959938	0.6705507286
317	0.7289792105	0.670501325
318	0.7289984842	0.6704498273
319	0.7290081213	0.670410457
320	0.7290177588	0.6703838946
321	0.7290209713	0.6703616051
322	0.7290241839	0.67031904
323	0.7290434599	0.6702839629
324	0.7290466726	0.6702520075
325	0.7290627369	0.6702168333
326	0.7290820149	0.6701899032
327	0.7291077205	0.6701541153
328	0.7291045072	0.6701371829
329	0.7291109338	0.6701089756
330	0.7291141472	0.670082436
331	0.7291085461	0.6700305737
332	0.7291398551	0.6699936196
333	0.7291342539	0.6699707659
334	0.7291310403	0.6699354437
335	0.7291471085	0.6698845019
336	0.7291567497	0.6698593465
337	0.7291616162	0.6698280696
338	0.7291744721	0.6697869673
339	0.7291776861	0.6697685913
340	0.7291969709	0.6697154589
341	0.7291969709	0.6696866989
342	0.729209828	0.6696574914
343	0.7292162567	0.6696398252
344	0.7292291145	0.6695811509
345	0.7292387581	0.6695610434
346	0.7292781633	0.669529639
347	0.7292813783	0.6695192944
348	0.7292910234	0.6694825835
349	0.729322347	0.669416241
350	0.7293287777	0.6693847862
351	0.7293480705	0.6693589277
352	0.7293480705	0.6693375079
353	0.7293512861	0.6693118986
354	0.7293480705	0.6692425126
355	0.7293737958	0.6692066686
356	0.7293802274	0.6691841739
357	0.7293874888	0.6691356315
358	0.7294196495	0.6690951491
359	0.7294292983	0.6690401024
360	0.7294389474	0.6690173016
361	0.7294365613	0.6690055151
362	0.7294429942	0.668988877
363	0.7294309588	0.6689422902
364	0.7294534743	0.6689046066
365	0.7294534743	0.6688667264
366	0.7294985095	0.6688241846
367	0.7295049435	0.6687801044
368	0.7295081606	0.6687387926
369	0.7295113777	0.6686878013
370	0.7295201976	0.6686586276
371	0.7295266319	0.6686347691
372	0.7295427183	0.668587908
373	0.7295459356	0.6685516386
374	0.7295676257	0.6685256598
375	0.7295740608	0.6684930987
376	0.7295974173	0.6684580968
377	0.7295941994	0.6684238412
378	0.7295909817	0.6683894027
379	0.7296263789	0.6683430464
380	0.7296263789	0.6682994733
381	0.7296336483	0.6682528318
382	0.729628045	0.6682130982
383	0.729638533	0.6681806507
384	0.7296473546	0.6681623479
385	0.7296441363	0.6681142287
386	0.7296546249	0.668071135
387	0.7296739361	0.6680514682
388	0.7297061237	0.6680261768
389	0.7297189995	0.6680124335
390	0.7297254376	0.667985152
391	0.7297383141	0.6679627032
392	0.7297479718	0.6679188358
393	0.7297383141	0.6678776436
394	0.7297479718	0.6678486196
395	0.7297511911	0.6678355705
396	0.7297511911	0.6678096657
397	0.7297745621	0.6677418639
398	0.7298164186	0.6677164244
399	0.7298228585	0.6676688375
400	0.7298615002	0.6676269915
401	0.729871998	0.6676111219
402	0.729871998	0.6675951956
403	0.72988488	0.6675701915
404	0.7298945418	0.6675442185
405	0.7299074246	0.6675170666
406	0.7299364125	0.6674676591
407	0.7299654028	0.6674109126
408	0.7299911739	0.6673762972
409	0.7299976169	0.6673460911
410	0.7299943954	0.667322344
411	0.7299943954	0.6672938036
412	0.730013725	0.6672508738
413	0.7300330557	0.6672339759
414	0.7300491654	0.6671982304
415	0.7300515482	0.6671790774
416	0.7300676585	0.6671425321
417	0.7301192163	0.6671114692
418	0.7301256615	0.6670962261
419	0.7301321069	0.6670728099
420	0.7301772275	0.66703538
421	0.7301611123	0.6670085969
422	0.7302191302	0.6669512004
423	0.7302191302	0.6669220305
424	0.7302288007	0.6668938832
425	0.7302449189	0.6668688215
426	0.7302610377	0.6668423721
427	0.7302763148	0.6667923014
428	0.7302997258	0.6667736925
429	0.7303093985	0.6667521418
430	0.7303513164	0.6667222171
431	0.7303448672	0.6667040717
432	0.7303835642	0.6666744675
433	0.73041904	0.6666145399
434	0.73041904	0.6665801182
435	0.7304794793	0.6665286184
436	0.7304859308	0.6664847941
437	0.7304891566	0.6664559215
438	0.730535167	0.6664073204
439	0.7305416196	0.6663537251
440	0.730558598	0.666332327
441	0.7305715043	0.6662975892
442	0.7305884847	0.6662692377
443	0.7305731978	0.6662560769
444	0.7306239813	0.6662163886
445	0.7306603294	0.6661488007
446	0.730687847	0.6660964186
447	0.7306701771	0.6660753011
448	0.7306742531	0.666034465
449	0.7307282808	0.6660013469
450	0.7307332073	0.6659425881
451	0.7307784071	0.6659167649
452	0.7308130749	0.6658777278
453	0.730803388	0.6658455556
454	0.7308130749	0.6658146269
455	0.7308203834	0.6657938351
456	0.7308236126	0.665761531
457	0.7308365295	0.6657112318
458	0.730894661	0.6656687123
459	0.7309641978	0.6656414929
460	0.7309803506	0.6655985541
461	0.7309788253	0.6655525515
462	0.7310111337	0.6655089431
463	0.7310240578	0.6654793815
464	0.7310725273	0.6654376884
465	0.7311048439	0.6654040083
466	0.7311468598	0.6653653193
467	0.7311533242	0.6653117764
468	0.7311662533	0.665273152
469	0.7311662533	0.6652434537
470	0.7311533242	0.6652211491
471	0.7311509471	0.6651903527
472	0.7311711967	0.6651800359
473	0.731190592	0.6651408257
474	0.7312099883	0.6651094137
475	0.7312843505	0.6650559181
476	0.7312972846	0.6650322551
477	0.7312908175	0.6649974407
478	0.7313005182	0.6649854562
479	0.7313037519	0.6649523137
480	0.7313781331	0.6649144567
481	0.7313781331	0.6648950618
482	0.7313910705	0.6648469676
483	0.7314266508	0.6648230237
484	0.7314201814	0.66478031
485	0.7314492946	0.6647538987
486	0.7314589995	0.664713531
487	0.7314687047	0.6647017922
488	0.7314663294	0.6646739705
489	0.731463954	0.6646559592
490	0.7315124842	0.6646015578
491	0.7315286624	0.6645435278
492	0.7315254267	0.664498299
493	0.7315254267	0.6644678653
494	0.7315383697	0.6644451247
495	0.7315812989	0.6644176982
496	0.7315974803	0.6643686866
497	0.7316177609	0.6643364105
498	0.7316283329	0.6643066186
499	0.7316671755	0.6642447194
500	0.7316648011	0.6642140404
501	0.7316874613	0.6641663475
502	0.7316971732	0.6641528779
503	0.7317392613	0.6640791886
504	0.7317522124	0.6640476041
505	0.731778116	0.6640307978
506	0.7318290638	0.6639757034
507	0.7318428832	0.663951104
508	0.7318776442	0.6639191576
509	0.7318711665	0.6638894208
510	0.7318776442	0.6638661835
511	0.7319165132	0.6638379202
512	0.7319674779	0.6638091211
513	0.732003116	0.6637844691
514	0.7320419979	0.663755232
515	0.7320549595	0.6637229807
516	0.7320800152	0.6636822417
517	0.7321126586	0.6636431805
518	0.7321385881	0.663600448
519	0.732167761	0.6635759066
520	0.7321774858	0.6635540355
521	0.7322075323	0.6635133058
522	0.7322620213	0.6634791206
523	0.732270006	0.6634326862
524	0.7323106628	0.6633831301
525	0.7323333643	0.6633679115
526	0.7323843858	0.6633123069
527	0.7324135793	0.6632944954
528	0.732436287	0.6632579682
529	0.732468729	0.6632281932
530	0.7324817066	0.663190818
531	0.732484951	0.6631461098
532	0.7324996789	0.6631018978
533	0.7325282631	0.663054141
534	0.7325663301	0.6630390556
535	0.7325890484	0.6629892112
536	0.7326029072	0.6629558784
537	0.7326297507	0.6629237505
538	0.7326704596	0.6628901456
539	0.732728022	0.6628642905
540	0.7327711132	0.6628014996
541	0.732826322	0.6627479864
542	0.7328336975	0.662699377
543	0.7328555536	0.6626655381
544	0.7328800518	0.662626067
545	0.7329045527	0.6625893613
546	0.7329751487	0.6625492526
547	0.7330076428	0.6625073992
548	0.7330549053	0.6624755992
549	0.7330687889	0.6624297293
550	0.7331193132	0.662367194
551	0.7331462044	0.6623570364
552	0.7332372442	0.6622977642
553	0.7332209854	0.6622712338
554	0.733234878	0.6622502797
555	0.7332487715	0.6622270383
556	0.733274195	0.6621883499
557	0.7332904571	0.6621200141
558	0.733304354	0.6620885968
559	0.733304354	0.6620619371
560	0.7333215046	0.6620347294
561	0.7333646817	0.6620023154
562	0.7334273875	0.6619815044
563	0.7334590386	0.6619522875
564	0.7334933601	0.6619261762
565	0.7334779773	0.6618800795
566	0.7335253216	0.6618363769
567	0.7336099585	0.6617690679
568	0.7336351129	0.6617130316
569	0.7336653086	0.6616705666
570	0.7336881022	0.6616159637
571	0.7336806973	0.6615869309
572	0.7336872098	0.6615624655
573	0.7337718831	0.6615243401
574	0.7337816543	0.6614793147
575	0.7338169098	0.6614391995
576	0.7338592605	0.6613871274
577	0.7339170122	0.6613341452
578	0.7339365632	0.6613165067
579	0.7339756682	0.6612711826
580	0.7339531827	0.6612217347
581	0.7340290421	0.6611776487
582	0.7340323018	0.6611549578
583	0.7340169012	0.661108812
584	0.7340299396	0.6610669334
585	0.7340486003	0.6610088964
586	0.7340625375	0.6609905282
587	0.7340886179	0.6609267238
588	0.7341398852	0.6608729094
589	0.7341760907	0.6608283747
590	0.7341989188	0.6607923602
591	0.7342087028	0.6607541546
592	0.7342813606	0.6607093205
593	0.7342935077	0.6606715477
594	0.7342878848	0.6606348988
595	0.7343246713	0.6605676866
596	0.7343703486	0.6605296326
597	0.7344018699	0.6604871613
598	0.7344562464	0.660456817
599	0.7344749274	0.6604143827
600	0.7345298735	0.6603573359
601	0.7345910049	0.6603049368
602	0.7345951761	0.660261653
603	0.7346459738	0.660199574
604	0.7347374318	0.6601494665
605	0.734792971	0.660109393
606	0.7347980559	0.6600598401
607	0.7348545153	0.660024547
608	0.7348824798	0.6599650615
609	0.7349315068	0.6599091246
610	0.7349781828	0.6598551988
611	0.7350397694	0.6597939345
612	0.7350621271	0.6597405407
613	0.73506304	0.6596906223
614	0.7350597698	0.6596383885
615	0.7351022842	0.6595999335
616	0.7351088253	0.6595598426
617	0.7351386466	0.6595054328
618	0.7352793267	0.6594551218
619	0.7352816829	0.6594033316
620	0.7353209519	0.6593511522
621	0.7353569521	0.6592857482
622	0.7354018578	0.6592431154
623	0.7354940374	0.6591766752
624	0.7356020942	0.6591295574
625	0.7356306487	0.6590994714
626	0.7356006607	0.6590467095
627	0.7356090524	0.6589808566
628	0.7356412939	0.658932257
629	0.7357246232	0.6588868218
630	0.7357573868	0.6588242105
631	0.7357929241	0.658775196
632	0.735810233	0.658725355
633	0.7358069559	0.6586652995
634	0.735865445	0.6586006736
635	0.7359745531	0.6585418916
636	0.7359895214	0.6585037501
637	0.7360518272	0.6584529046
638	0.7361099353	0.6584139561
639	0.7361699094	0.6583672569
640	0.7362566349	0.6583044513
641	0.736299294	0.658263463
642	0.7363246168	0.6582101739
643	0.7363640011	0.6581667955
644	0.7363860448	0.6581046385
645	0.736474679	0.6580589914
646	0.7365628553	0.6580030758
647	0.7365834953	0.6579635845
648	0.736562376	0.6579146532
649	0.7366017881	0.6578804136
650	0.7366280651	0.6578332991
651	0.7366928291	0.6577769893
652	0.7367134785	0.6577006449
653	0.7367895199	0.6576426236
654	0.7368064198	0.657589545
655	0.7368350619	0.657537485
656	0.736843514	0.6574889726
657	0.7368862478	0.6574545087
658	0.7369642132	0.6574037085
659	0.7370135375	0.6573633682
660	0.7369905187	0.6573213751
661	0.7370849491	0.6572628688
662	0.7371244204	0.6572146211
663	0.7371803454	0.6571619806
664	0.7372842394	0.6570973562
665	0.7373707612	0.657037758
666	0.7374516685	0.6569808609
667	0.7374799071	0.6569155222
668	0.7375669267	0.6568458195
669	0.7376318539	0.6568066333
670	0.7376977428	0.6567516818
671	0.7377636433	0.6566941374
672	0.7377415292	0.6566627427
673	0.7378262598	0.656601451
674	0.7378794309	0.656557931
675	0.7379166462	0.6564926954
676	0.7379614158	0.6564357198
677	0.7380269355	0.6563729773
678	0.7380467228	0.6563330915
679	0.7381772838	0.6562783518
680	0.738238594	0.6562086415
681	0.7383144982	0.6561409783
682	0.7383956435	0.6560870823
683	0.7384131129	0.6560276797
684	0.7385013012	0.6559519254
685	0.7385343255	0.6558983604
686	0.7385617115	0.6558600106
687	0.7386065816	0.655813029
688	0.7386623369	0.6557530205
689	0.7387525219	0.6556950555
690	0.7387742868	0.655654991
691	0.7388016965	0.6556009639
692	0.7389244117	0.655543449
693	0.7390047436	0.6555032309
694	0.7390675838	0.6554477367
695	0.7391370513	0.6553959632
696	0.739162157	0.6553578784
697	0.7392131497	0.6553047469
698	0.739340864	0.6552532146
699	0.7393474845	0.6551946801
700	0.739426939	0.6551152099
701	0.7394454495	0.6550732295
702	0.7394729182	0.6550001362
703	0.7394871427	0.6549542922
704	0.7395633188	0.6548799248
705	0.739622202	0.6548274271
706	0.7396738643	0.6547796709
707	0.7397112981	0.6547300864
708	0.7397822483	0.6546651505
709	0.7398153956	0.6546041943
710	0.7398618069	0.6545568957
711	0.739908224	0.6545113513
712	0.7399645954	0.6544528117
713	0.740038546	0.6544069203
714	0.7400561178	0.6543528322
715	0.7400803256	0.6543013388
716	0.7401566331	0.6542401343
717	0.7401941225	0.6541926154
718	0.7402604972	0.6541288792
719	0.7403345141	0.6540832334
720	0.7403962581	0.6540136158
721	0.7404982104	0.6539490005
722	0.7405447108	0.6539024898
723	0.740591217	0.6538555678
724	0.7405998511	0.6538092294
725	0.7406456939	0.6537531598
726	0.7407497151	0.6537102599
727	0.7408281687	0.6536445202
728	0.7408780418	0.653580927
729	0.7408856913	0.6535132174
730	0.7408953402	0.6534500864
731	0.7409695071	0.6533941696
732	0.7410859395	0.6533340892
733	0.7411222213	0.6532844776
734	0.7411698144	0.6532194791
735	0.741226396	0.6531695846
736	0.7413352496	0.6531032323
737	0.7413638997	0.6530427567
738	0.7414461479	0.6529832089
739	0.7415560727	0.6529165744
740	0.7416906687	0.6528635312
741	0.7416937028	0.652807944
742	0.7417980477	0.6527586491
743	0.7418067416	0.6527209962
744	0.741921419	0.6526713661
745	0.7419211285	0.6526092185
746	0.7419641974	0.6525512069
747	0.7420142339	0.6525068852
748	0.7420462925	0.6524484213
749	0.7421566908	0.6523714257
750	0.7421921024	0.6523225859
751	0.7422912244	0.6522741788
752	0.7423158917	0.6522404185
753	0.7423376904	0.6521879418
754	0.7424011372	0.6521237488
755	0.7424522572	0.65206073
756	0.7425003149	0.651993915
757	0.7425979589	0.6519166047
758	0.7426221098	0.651866325
759	0.7427077192	0.6518159498
760	0.7427612065	0.65174132
761	0.7427956679	0.6516848166
762	0.7428465957	0.6516278849
763	0.7429011359	0.651573992
764	0.7429446195	0.6515142542
765	0.7430351989	0.6514606464
766	0.7430941466	0.6513979221
767	0.743133025	0.6513285392
768	0.7431338107	0.6512705667
769	0.7432300957	0.6512204033
770	0.7432960202	0.651180185
771	0.7433204946	0.6511253866
772	0.743387471	0.6510720064
773	0.7433944074	0.6510010445
774	0.7434191261	0.6509522264
775	0.7435482635	0.650892805
776	0.7436400099	0.6508326903
777	0.7436835796	0.6507914709
778	0.743716645	0.6507295057
779	0.7437275178	0.6506602299
780	0.7437352651	0.6506128398
781	0.743794574	0.6505637644
782	0.7438740132	0.6505092043
783	0.7439287228	0.6504543585
784	0.7439545129	0.6503992931
785	0.7440574704	0.6503320604
786	0.7441346527	0.6502681962
787	0.744211851	0.650211568
788	0.7442351413	0.6501465167
789	0.7442687141	0.6500976242
790	0.74433692	0.65004959
791	0.7444399825	0.6499863244
792	0.7445766712	0.6499313249
793	0.7446346604	0.6498723135
794	0.7446550191	0.6498107589
795	0.7446359098	0.6497792695
796	0.7447489471	0.6497242384
797	0.7447668146	0.6496633433
798	0.7449744433	0.6496079081
799	0.7450734245	0.6495394172
800	0.7451205304	0.649503948
801	0.7451931546	0.6494534617
802	0.7452603049	0.6494012176
803	0.7453444771	0.6493506892
804	0.7453726502	0.6492915569
805	0.7453857866	0.6492254613
806	0.745409362	0.6491696186
807	0.7454969407	0.6491130095
808	0.7455632533	0.6490653982
809	0.7455980187	0.649022298
810	0.7456720034	0.6489644452
811	0.7457066266	0.6489044761
812	0.7457559688	0.6488519407
813	0.7458551296	0.6488004062
814	0.7458322972	0.6487538941
815	0.7459210622	0.6486843417
816	0.7459491238	0.6486272626
817	0.7459794859	0.6485739663
818	0.7460988032	0.6485005653
819	0.7461529415	0.6484580997
820	0.7461923653	0.6484131879
821	0.7462889149	0.6483404016
822	0.7462536649	0.6482985081
823	0.7463087734	0.6482453755
824	0.7463514633	0.6481911405
825	0.7463899611	0.6481310265
826	0.7464607698	0.6480696426
827	0.7465487431	0.6480045683
828	0.7465306381	0.6479459218
829	0.7465665994	0.6479038559
830	0.7466769286	0.6478408683
831	0.7466835695	0.6477824037
832	0.7467488952	0.6477322255
833	0.7468503473	0.6476808444
834	0.7468774059	0.6476393979
835	0.7469246517	0.6475838225
836	0.7469933003	0.6475506462
837	0.7470373994	0.6474842749
838	0.7470915483	0.6474099412
839	0.7471310714	0.6473564295
840	0.747165913	0.6473072489
841	0.7472042485	0.6472446641
842	0.7472799366	0.6472014528
843	0.7473001573	0.6471471812
844	0.7473552528	0.6470900711
845	0.7474422379	0.6470345849
846	0.7474704432	0.6469863201
847	0.7474760296	0.6469317469
848	0.7475810913	0.6468687894
849	0.7476510067	0.6468062669
850	0.7476621951	0.6467484688
851	0.747782152	0.6466923675
852	0.7478317669	0.6466396823
853	0.7479018282	0.6465817401
854	0.7479153245	0.646532544
855	0.7480011254	0.6464751291
856	0.7480135951	0.6464379466
857	0.7481143293	0.6463842004
858	0.7481924266	0.6463288682
859	0.748239972	0.6462648952
860	0.7482806677	0.6462070662
861	0.7483224219	0.6461556567
862	0.7484402387	0.646111895
863	0.748508215	0.6460499602
864	0.748562605	0.6459996699
865	0.7486000027	0.6459541425
866	0.7486487223	0.6459114184
867	0.7486657249	0.6458659242
868	0.7487576427	0.6458070046
869	0.7488777828	0.6457470808
870	0.7488992789	0.64570763
871	0.7489390318	0.6456474932
872	0.7489980097	0.6455881671
873	0.7490354158	0.6455319746
874	0.7490160433	0.6454943858
875	0.7490194474	0.6454389657
876	0.749052333	0.6453918157
877	0.7491363322	0.645330859
878	0.7492271603	0.6452628721
879	0.7492566628	0.64519792
880	0.7493134491	0.6451452124
881	0.7494076611	0.6450893049
882	0.7495235366	0.6450252232
883	0.7495451237	0.6449795767
884	0.749592845	0.6449383655
